1,100,78.28210806846619,9666878,7.548311938321496
2,100,51.65131592750549,9666878,7.741242709460346
4,100,41.744842290878296,9666878,7.463167045441857
8,100,42.90299725532532,9666878,7.398181879160157
12,100,40.93154454231262,9666878,7.442215439012438
1,100,80.04749608039856,9666878,7.548311938321496
2,100,50.18321228027344,9666878,7.741242709460346
4,100,36.246846437454224,9666878,7.463167045441857
8,100,42.26391911506653,9666878,7.398181879160157
12,100,43.47424101829529,9666878,7.442215439012438
1,100,80.16257500648499,9666878,7.548311938321496
2,100,51.72140860557556,9666878,7.741242709460346
4,100,38.90708065032959,9666878,7.463167045441857
8,100,38.55866289138794,9666878,7.398181879160157
12,100,44.602121114730835,9666878,7.442215439012438
1,100,79.09633088111877,9666878,7.548311938321496
2,100,51.41971969604492,9666878,7.741242709460346
4,100,36.71538162231445,9666878,7.463167045441857
8,100,40.20657658576965,9666878,7.398181879160157
12,100,44.84768533706665,9666878,7.442215439012438
1,100,81.28763031959534,9666878,7.548311938321496
2,100,52.41764712333679,9666878,7.741242709460346
4,100,38.79424834251404,9666878,7.463167045441857
8,100,43.591668128967285,9666878,7.398181879160157
12,100,41.07941555976868,9666878,7.442215439012438
1,100,82.05081534385681,9666878,7.548311938321496
2,100,57.49698209762573,9666878,7.741242709460346
4,100,41.66016125679016,9666878,7.463167045441857
8,100,45.902721643447876,9666878,7.398181879160157
12,100,46.74273133277893,9666878,7.442215439012438
1,100,83.48582172393799,9666878,7.548311938321496
2,100,57.80190467834473,9666878,7.741242709460346
4,100,41.94457125663757,9666878,7.463167045441857
8,100,45.26917862892151,9666878,7.398181879160157
12,100,44.94989538192749,9666878,7.442215439012438
1,100,82.77479910850525,9666878,7.548311938321496
2,100,60.630375385284424,9666878,7.741242709460346
4,100,42.09375357627869,9666878,7.463167045441857
8,100,50.221325159072876,9666878,7.398181879160157
12,100,47.919745206832886,9666878,7.442215439012438
1,100,81.30594110488892,9666878,7.548311938321496
2,100,53.962520360946655,9666878,7.741242709460346
4,100,39.446391105651855,9666878,7.463167045441857
8,100,46.04140830039978,9666878,7.398181879160157
12,100,46.858049154281616,9666878,7.442215439012438
1,100,82.94674324989319,9666878,7.548311938321496
2,100,52.141921043395996,9666878,7.741242709460346
4,100,41.343167781829834,9666878,7.463167045441857
8,100,42.60243844985962,9666878,7.398181879160157
12,100,45.70356488227844,9666878,7.442215439012438
